30-05-2014	13:16:38

Ensaios SCC:	


Nota 01:	


Data Table

============
Date-time	Pv1	Pc	Pv2	T1	Tc	T2	Pcin
30-05-2014-13:43:08	11,0169	-	1,0250	24,2484	24,0861	24,2785	0,0012
30-05-2014-13:43:11	11,0120	-	1,0359	24,1510	23,9562	24,2460	0,0012
30-05-2014-13:43:15	11,0120	-	1,0359	24,1185	23,9400	24,2298	0,0009
30-05-2014-13:43:18	10,9971	-	1,0250	24,0698	23,9562	24,3109	0,0012
30-05-2014-13:43:23	11,0120	-	1,0413	24,1997	24,0536	24,3434	0,0014
30-05-2014-13:43:25	10,9971	-	1,0305	24,1185	23,9562	24,3109	10,9921
30-05-2014-13:43:27	12,8293	-	1,0250	24,1672	23,9887	24,2622	11,0020
30-05-2014-13:43:29	12,9045	-	1,0305	24,0536	24,0211	24,3596	12,8092
30-05-2014-13:43:31	12,9195	-	1,0359	24,1185	23,9724	24,2785	12,9045
30-05-2014-13:43:33	12,8744	-	1,0305	24,1672	23,9562	24,2785	12,9195
30-05-2014-13:43:35	12,9145	-	1,0305	24,1510	23,8913	24,3109	12,9246
30-05-2014-13:43:37	12,9195	-	1,0359	24,1348	23,9724	24,2622	12,8995
30-05-2014-13:43:39	12,9246	-	1,0359	24,0536	24,0536	24,3109	12,9195
30-05-2014-13:43:41	12,9195	-	1,0359	24,1997	23,9887	24,3109	12,9145
30-05-2014-13:43:43	12,8995	-	1,0305	24,0861	23,9562	24,3272	12,8995
30-05-2014-13:43:45	12,9195	-	1,0305	24,2321	24,0536	24,3434	12,9195
30-05-2014-13:43:46	12,9195	-	1,0305	24,1185	24,0049	24,3434	12,9195
30-05-2014-13:43:57	12,9045	-	1,0413	24,2484	24,0211	24,3272	12,9246
30-05-2014-13:43:59	12,9195	-	1,0305	24,1348	23,9238	24,3272	12,9145
30-05-2014-13:44:00	12,8995	-	1,0467	24,1997	24,0049	24,3109	12,9195
30-05-2014-13:44:03	12,9045	-	1,0359	24,2484	24,0049	24,2622	12,8945
30-05-2014-13:44:06	12,9195	-	1,0359	24,1997	23,9238	24,3272	12,8945
30-05-2014-13:44:06	12,9195	-	1,0305	24,1185	24,0374	24,2785	12,8945
30-05-2014-13:44:06	12,9145	-	1,0413	24,1834	24,0049	24,2947	12,8945
30-05-2014-13:44:06	12,9195	-	1,0413	24,1348	23,9724	24,2785	12,8945
30-05-2014-13:44:07	12,9145	-	1,0359	24,1997	24,0211	24,2785	12,8945
30-05-2014-13:44:07	12,9145	-	1,0359	24,1834	24,0049	24,2298	12,8945
30-05-2014-13:44:07	12,9195	-	1,0305	24,1997	24,0211	24,2622	12,8945
30-05-2014-13:44:08	12,9246	-	1,0359	24,2484	24,0211	24,2460	12,8945
30-05-2014-13:44:08	12,8945	-	1,0305	24,1185	23,9724	24,2947	12,8945
30-05-2014-13:44:08	12,9195	-	1,0305	24,1672	23,9887	24,2785	12,8945
30-05-2014-13:44:09	12,9045	-	1,0305	24,1510	24,0049	24,3272	12,8945
30-05-2014-13:44:09	12,9246	-	1,0305	24,1510	23,9887	24,2622	12,8945
30-05-2014-13:44:09	12,9195	-	1,0250	24,1997	24,0211	24,2947	12,8945
30-05-2014-13:44:09	12,8895	-	1,0413	24,1672	23,9724	24,3272	12,8945
30-05-2014-13:44:10	12,9145	-	1,0413	24,1834	23,9724	24,3109	12,8945
30-05-2014-13:44:10	12,9195	-	1,0467	24,1672	24,0049	24,2622	12,8945
30-05-2014-13:44:10	12,9045	-	1,0359	24,1185	23,9724	24,2622	12,8945
30-05-2014-13:44:11	12,9195	-	1,0305	24,0861	24,0049	24,2947	12,8945
30-05-2014-14:23:12	12,8895	-	1,0413	23,4045	23,3881	23,3210	0,0000
30-05-2014-14:23:15	12,8744	-	1,0413	23,4369	23,3881	23,3535	0,0000
30-05-2014-14:23:17	12,9045	-	1,0359	23,3882	23,3070	23,3048	0,0000
30-05-2014-14:23:19	12,8895	-	1,0250	23,3071	23,3881	23,3210	0,0000
30-05-2014-16:09:07	0,9443	-	1,0413	23,3396	23,0149	23,0452	0,0000
30-05-2014-16:09:08	0,9443	-	1,0305	23,2909	23,0798	23,1101	0,0000
30-05-2014-16:09:10	0,9226	-	1,0359	23,3071	22,9986	23,0776	0,0000
30-05-2014-16:09:12	0,9226	-	1,0250	23,3071	23,0473	23,1101	0,0000
30-05-2014-16:09:14	0,9226	-	1,0305	23,3071	22,9500	23,1101	0,0000
30-05-2014-16:09:16	0,9389	-	1,0413	23,3071	23,0311	23,1263	0,0000
30-05-2014-16:39:19	11,2556	-	1,0359	24,1672	23,2745	23,9539	0,0012
30-05-2014-16:39:20	11,2357	-	1,0467	24,2159	23,2745	23,9863	0,0012
30-05-2014-16:39:21	11,2457	-	1,0413	24,1997	23,3232	23,9539	0,0012
30-05-2014-16:39:21	11,2556	-	1,0413	24,1672	23,2908	23,9539	0,0012
30-05-2014-16:39:22	11,2606	-	1,0305	24,2321	23,2908	24,0026	0,0012
30-05-2014-16:39:22	11,2457	-	1,0467	24,2159	23,2908	23,9863	0,0012
30-05-2014-16:39:23	11,2606	-	1,0305	24,1185	23,2583	24,0026	0,0012
30-05-2014-16:39:23	11,2457	-	1,0305	24,1510	23,2745	23,9863	0,0012
30-05-2014-16:39:23	11,2606	-	1,0467	24,2159	23,2583	23,9701	0,0012
30-05-2014-16:39:24	11,2606	-	1,0413	24,1834	23,2583	23,9701	0,0012
30-05-2014-16:39:24	11,2556	-	1,0359	24,2321	23,2745	24,0188	0,0012
30-05-2014-16:39:24	11,2556	-	1,0359	24,1834	23,2583	24,0026	0,0012
30-05-2014-16:39:24	11,2556	-	1,0413	24,1834	23,3394	23,9214	0,0012
30-05-2014-16:39:25	11,2556	-	1,0413	24,1672	23,2258	24,0026	0,0012
30-05-2014-16:39:39	11,2556	-	1,0467	24,1348	23,2258	23,9376	0,0012
30-05-2014-16:39:40	11,2606	-	1,0359	24,1348	23,2583	23,9376	0,0012
30-05-2014-16:39:40	11,2606	-	1,0359	24,1185	23,2583	23,9539	0,0012
30-05-2014-16:39:40	11,2407	-	1,0413	24,1510	23,2908	23,9539	0,0012
30-05-2014-16:39:41	11,2556	-	1,0359	24,1672	23,3232	24,0026	0,0012
30-05-2014-16:39:41	11,2556	-	1,0413	24,1510	23,3232	24,0188	0,0012
30-05-2014-16:39:41	11,2606	-	1,0467	24,1834	23,2421	23,9376	0,0012
30-05-2014-16:39:41	11,2308	-	1,0575	24,2321	23,2583	23,9214	0,0012
30-05-2014-16:39:42	11,2606	-	1,0359	24,0536	23,3070	23,9052	0,0012
30-05-2014-16:39:42	11,2556	-	1,0413	24,1185	23,2583	23,9701	0,0012
30-05-2014-16:39:42	11,2606	-	1,0413	24,0861	23,3070	23,9863	0,0012
30-05-2014-16:39:43	11,2407	-	1,0413	24,1510	23,2745	23,9376	0,0012
30-05-2014-16:39:43	11,2606	-	1,0413	24,1348	23,3232	23,9539	0,0012
30-05-2014-16:39:43	11,2556	-	1,0142	24,1997	23,2258	23,9863	0,0012
30-05-2014-16:39:44	11,2556	-	1,0359	24,1510	23,3394	23,9701	0,0012
30-05-2014-16:39:44	11,2556	-	1,0250	24,0536	23,2745	24,0837	0,0012
30-05-2014-16:39:44	11,2556	-	1,0305	24,1023	23,2421	24,0026	0,0012
30-05-2014-16:39:44	11,2556	-	1,0413	24,1510	23,2258	23,9052	0,0012
30-05-2014-16:39:45	11,2158	-	1,0413	24,0861	23,2745	23,9214	0,0012
30-05-2014-16:39:45	11,2556	-	1,0467	24,1023	23,2258	23,9539	0,0012
30-05-2014-16:39:45	11,2606	-	1,0467	24,1997	23,2908	23,9376	0,0012
30-05-2014-16:39:46	11,2556	-	1,0359	24,2321	23,2745	24,0026	0,0012
30-05-2014-16:39:46	11,2606	-	1,0467	24,2159	23,3232	23,9539	0,0012
30-05-2014-16:39:46	11,2556	-	1,0359	24,1023	23,2258	23,9701	0,0012
30-05-2014-16:39:47	11,2457	-	1,0250	24,1023	23,2258	23,9701	0,0012
30-05-2014-16:39:47	11,2606	-	1,0359	24,1023	23,1609	23,9376	0,0012
30-05-2014-16:39:47	11,2606	-	1,0359	24,1185	23,2583	23,9376	0,0012
30-05-2014-16:39:47	11,2407	-	1,0467	24,1348	23,1934	23,9052	0,0012
30-05-2014-16:39:48	11,2606	-	1,0359	24,1348	23,2421	24,0188	0,0012
30-05-2014-16:39:48	11,2556	-	1,0413	24,2646	23,2583	23,9376	0,0012
30-05-2014-16:39:48	11,2556	-	1,0359	24,1672	23,3232	23,9214	0,0012
30-05-2014-16:39:49	11,2606	-	1,0359	24,0536	23,3394	23,9376	0,0012
30-05-2014-16:40:07	11,2457	-	1,0142	24,1510	23,2908	24,0026	0,0012
30-05-2014-16:40:07	11,2656	-	1,0250	24,2159	23,2745	23,9539	0,0012
30-05-2014-16:40:08	11,2407	-	1,0413	24,1834	23,2745	23,9539	0,0012
30-05-2014-16:40:09	11,2556	-	1,0359	24,2321	23,2096	24,0026	0,0012
30-05-2014-16:40:09	11,2656	-	1,0359	24,1997	23,3070	24,0512	0,0012
30-05-2014-16:40:10	11,2556	-	1,0413	24,0698	23,2908	23,9863	0,0012
30-05-2014-16:40:10	11,2706	-	1,0359	24,1185	23,2583	23,9539	0,0012
30-05-2014-16:40:10	11,2407	-	1,0467	24,1023	23,2258	23,9376	0,0012
30-05-2014-16:40:11	11,2357	-	1,0467	24,0698	23,2258	23,9376	0,0012
30-05-2014-16:40:11	11,2606	-	1,0305	24,1185	23,3070	24,0350	0,0012
30-05-2014-16:40:11	11,2457	-	1,0467	24,1997	23,3070	23,9539	0,0012
30-05-2014-16:40:12	11,2606	-	1,0305	24,2159	23,3232	23,9863	0,0012
30-05-2014-16:40:12	11,2556	-	1,0305	24,1672	23,3070	23,9863	0,0012
30-05-2014-16:40:12	11,2407	-	1,0359	24,1023	23,2745	23,9539	0,0012
30-05-2014-16:40:12	11,2556	-	1,0359	24,0536	23,2258	24,0026	0,0012
30-05-2014-16:40:13	11,2556	-	1,0359	24,1834	23,2096	23,9214	0,0012
30-05-2014-16:40:13	11,2407	-	1,0413	24,1348	23,2583	24,0350	0,0012
30-05-2014-16:40:13	11,2556	-	1,0467	24,1348	23,2745	23,9701	0,0012
30-05-2014-16:40:14	11,2606	-	1,0413	24,1672	23,2421	24,0026	0,0012
30-05-2014-16:40:14	11,2606	-	1,0413	24,1834	23,3232	24,0026	0,0012
30-05-2014-16:40:14	11,2457	-	1,0359	24,1348	23,2908	24,0675	0,0012
30-05-2014-16:40:15	11,2556	-	1,0305	24,1997	23,2745	23,9539	0,0012
30-05-2014-16:40:15	11,2556	-	1,0305	24,1510	23,2421	24,0837	0,0012
30-05-2014-16:40:15	11,2357	-	1,0359	24,1997	23,2745	23,9539	0,0012
30-05-2014-16:40:15	11,2457	-	1,0413	24,1834	23,2745	24,0026	0,0012
30-05-2014-16:40:16	11,2556	-	1,0359	24,1672	23,1934	23,9701	0,0012
30-05-2014-16:40:16	11,2357	-	1,0359	24,1672	23,2258	24,0188	0,0012
30-05-2014-16:40:16	11,2407	-	1,0467	24,1834	23,2583	23,9701	0,0012
30-05-2014-16:40:17	11,2556	-	1,0359	24,0698	23,2583	24,0188	0,0012
30-05-2014-16:40:17	11,2556	-	1,0359	24,0536	23,2745	23,9539	0,0012
30-05-2014-16:40:17	11,2556	-	1,0413	24,1672	23,2745	23,9863	0,0012
30-05-2014-16:40:18	11,2208	-	1,0413	24,1997	23,2745	23,9214	0,0012
30-05-2014-16:40:18	11,2556	-	1,0413	24,1997	23,2583	23,9701	0,0012
30-05-2014-16:40:18	11,2606	-	1,0413	24,1834	23,3070	24,0350	0,0012
30-05-2014-16:40:18	11,2706	-	1,0359	24,1672	23,2908	23,9863	0,0012
30-05-2014-16:40:19	11,2556	-	1,0467	24,1348	23,2745	24,0188	0,0012
30-05-2014-16:40:19	11,2556	-	1,0359	24,1672	23,3070	23,9863	0,0012
30-05-2014-16:40:19	11,2606	-	1,0413	24,1510	23,2258	24,0026	0,0012
30-05-2014-16:40:20	11,2556	-	1,0413	24,1185	23,3070	24,0026	0,0012
30-05-2014-16:40:20	11,2407	-	1,0413	24,1510	23,2258	24,0188	0,0012
30-05-2014-16:40:20	11,2556	-	1,0413	24,2321	23,2583	24,0350	0,0012
30-05-2014-16:40:21	11,2556	-	1,0413	24,1185	23,2908	24,0026	0,0012
30-05-2014-16:40:21	11,2556	-	1,0413	24,2321	23,2583	23,9863	0,0012
30-05-2014-16:40:21	11,2357	-	1,0359	24,2159	23,3394	24,0188	0,0012
30-05-2014-16:40:21	11,2606	-	1,0305	24,1348	23,3070	24,0188	0,0012
30-05-2014-16:40:22	11,2556	-	1,0359	24,0861	23,2745	23,9701	0,0012
30-05-2014-16:40:22	11,2556	-	1,0359	24,1510	23,2258	24,0026	0,0012
30-05-2014-16:40:22	11,2656	-	1,0413	24,0861	23,2745	24,0350	0,0012
30-05-2014-16:40:23	11,2457	-	1,0359	24,1834	23,2908	24,0188	0,0012
30-05-2014-16:40:23	11,2556	-	1,0359	24,1023	23,3232	24,0188	0,0012
30-05-2014-16:40:23	11,2556	-	1,0305	24,1185	23,2908	24,0512	0,0012
30-05-2014-16:40:24	11,2457	-	1,0413	24,0698	23,1934	24,0512	0,0012
30-05-2014-16:40:24	11,2556	-	1,0305	24,1997	23,3070	24,0675	0,0012
30-05-2014-16:40:24	11,2606	-	1,0359	24,1510	23,2745	24,0026	0,0012
30-05-2014-16:40:24	11,2357	-	1,0359	24,1510	23,3070	24,0026	0,0012
30-05-2014-16:40:25	11,2556	-	1,0413	24,1834	23,2583	23,9539	0,0012
30-05-2014-16:40:25	11,2556	-	1,0467	24,1997	23,2258	23,9701	0,0012
30-05-2014-16:40:25	11,2556	-	1,0413	24,1185	23,3557	23,9539	0,0012
30-05-2014-16:40:26	11,2457	-	1,0359	24,1348	23,3232	24,0675	0,0012
30-05-2014-16:40:26	11,2556	-	1,0413	24,1997	23,2908	24,0026	0,0012
30-05-2014-16:40:26	11,2556	-	1,0359	24,0861	23,2745	24,0675	0,0012
30-05-2014-16:40:27	11,2606	-	1,0413	24,2484	23,3070	23,9863	0,0012
30-05-2014-16:40:27	11,2606	-	1,0359	24,1997	23,2745	24,0026	0,0012
30-05-2014-16:40:27	11,2556	-	1,0413	24,1997	23,2745	24,0675	0,0012
30-05-2014-16:40:27	11,2556	-	1,0467	24,1510	23,3394	24,0026	0,0012
30-05-2014-16:40:28	11,2606	-	1,0088	24,1510	23,2908	24,0026	0,0012
30-05-2014-16:40:28	11,2556	-	1,0250	24,1672	23,2908	24,0350	0,0012
30-05-2014-16:40:28	11,2407	-	1,0413	24,1510	23,2583	24,0512	0,0012
30-05-2014-16:40:29	11,2606	-	1,0250	24,1348	23,3070	24,0026	0,0012
30-05-2014-16:40:29	11,2308	-	1,0250	24,1672	23,2258	24,0188	0,0012
30-05-2014-16:40:29	11,2457	-	1,0413	24,1510	23,2421	24,0026	0,0012
30-05-2014-16:40:30	11,2606	-	1,0359	24,2159	23,2745	23,9863	0,0012
30-05-2014-16:40:30	11,2556	-	1,0413	24,1672	23,2745	24,0188	0,0012
30-05-2014-16:40:30	11,2457	-	1,0359	24,1672	23,2908	24,0350	0,0012
30-05-2014-16:40:30	11,2556	-	1,0305	24,1348	23,2421	24,0350	0,0012
30-05-2014-16:40:31	11,2556	-	1,0413	24,1348	23,3232	23,9376	0,0012
30-05-2014-16:40:31	11,2407	-	1,0088	24,0861	23,3070	24,0026	0,0012
30-05-2014-16:40:31	11,2407	-	1,0305	24,2159	23,2745	23,9863	0,0012
30-05-2014-16:40:32	11,2556	-	1,0359	24,2159	23,2745	24,0350	0,0012
30-05-2014-16:40:32	11,2457	-	1,0467	24,1348	23,3232	23,9863	0,0012
30-05-2014-16:40:32	11,2407	-	1,0359	24,1834	23,3394	23,9863	0,0012
30-05-2014-16:40:33	11,2656	-	1,0413	24,1510	23,3070	24,0350	0,0012
30-05-2014-16:40:33	11,2308	-	1,0413	24,1510	23,3394	24,0188	0,0012
30-05-2014-16:40:33	11,2556	-	1,0359	24,1348	23,2583	24,0188	0,0012
30-05-2014-16:40:33	11,2556	-	1,0305	24,0698	23,3232	24,0188	0,0012
30-05-2014-16:40:34	11,2556	-	1,0413	24,1510	23,2745	23,9863	0,0012
30-05-2014-16:40:34	11,2457	-	1,0305	24,1672	23,3394	23,9214	0,0012
30-05-2014-16:40:34	11,2308	-	1,0359	24,0861	23,3070	24,0188	0,0012
30-05-2014-16:40:35	11,2606	-	1,0250	24,1510	23,2258	24,0999	0,0012
30-05-2014-16:40:35	11,2606	-	1,0305	24,0861	23,3070	24,0350	0,0012
30-05-2014-16:40:35	11,2556	-	1,0250	24,1672	23,3232	24,0188	0,0012
30-05-2014-16:40:36	11,2457	-	1,0359	24,0861	23,2583	24,0026	0,0012
30-05-2014-16:40:36	11,2556	-	1,0305	24,0212	23,2258	24,0026	0,0012
30-05-2014-16:40:36	11,2556	-	1,0359	24,1834	23,3557	24,0350	0,0012
30-05-2014-16:40:36	11,2656	-	1,0359	24,1510	23,3394	23,9701	0,0012
30-05-2014-16:40:37	11,2606	-	1,0413	24,1672	23,3232	24,0512	0,0012
30-05-2014-16:40:37	11,2556	-	1,0467	24,1834	23,2908	23,9863	0,0012
30-05-2014-16:40:37	11,2656	-	1,0413	24,1023	23,2258	24,0188	0,0012
30-05-2014-16:40:38	11,2556	-	1,0305	24,0861	23,2258	24,0350	0,0012
30-05-2014-16:40:38	11,2457	-	1,0305	24,1185	23,2908	24,0675	0,0012
30-05-2014-16:40:38	11,2457	-	1,0359	24,0374	23,3070	24,0188	0,0012
30-05-2014-16:40:39	11,2457	-	1,0467	24,1834	23,3557	23,9863	0,0012
30-05-2014-16:40:39	11,2606	-	1,0413	24,1834	23,3557	24,0350	0,0012
30-05-2014-16:40:39	11,2457	-	1,0359	24,1185	23,2908	24,0512	0,0012
30-05-2014-16:40:39	11,2606	-	1,0250	24,1997	23,3394	24,0350	0,0012
30-05-2014-16:40:40	11,2556	-	1,0359	24,0698	23,2908	24,0350	0,0012
30-05-2014-16:40:40	11,2606	-	1,0359	24,1023	23,3070	24,0512	0,0012
30-05-2014-16:40:40	11,2556	-	1,0250	24,0698	23,2583	24,0675	0,0012
30-05-2014-16:40:41	11,2457	-	1,0305	24,0374	23,2096	24,0350	0,0012
30-05-2014-16:40:41	11,2556	-	1,0413	24,1672	23,2421	24,0512	0,0012
30-05-2014-16:40:41	11,2357	-	1,0413	24,1510	23,3232	24,0512	0,0012
30-05-2014-16:40:42	11,2656	-	1,0413	24,1185	23,3070	24,0675	0,0012
30-05-2014-16:40:42	11,2606	-	1,0359	24,1510	23,3070	24,0675	0,0012
30-05-2014-16:40:42	11,2606	-	1,0359	24,1348	23,3394	24,0188	0,0012
30-05-2014-16:40:42	11,2556	-	1,0359	24,0536	23,2421	24,0350	0,0012
30-05-2014-16:40:43	11,2606	-	1,0359	24,1023	23,2745	23,9539	0,0012
30-05-2014-16:40:43	11,2407	-	1,0413	24,0861	23,2583	24,0350	0,0012
30-05-2014-16:40:43	11,2556	-	1,0359	24,1510	23,3394	24,0837	0,0012
30-05-2014-16:40:44	11,2556	-	1,0413	24,1672	23,2745	23,9863	0,0012
30-05-2014-16:40:44	11,2556	-	1,0359	24,1510	23,2421	24,0026	0,0012
30-05-2014-16:40:44	11,2457	-	1,0413	24,1348	23,3070	24,0512	0,0012
30-05-2014-16:40:45	11,2556	-	1,0359	24,1185	23,2258	24,0675	0,0012
30-05-2014-16:40:45	11,2606	-	1,0305	24,0861	23,2908	24,0188	0,0012
30-05-2014-16:40:45	11,2606	-	1,0250	24,1185	23,2908	24,0188	0,0012
30-05-2014-16:40:45	11,2556	-	1,0034	24,0374	23,2908	24,0837	0,0012
30-05-2014-16:40:46	11,2457	-	1,0413	24,1348	23,3881	24,0675	0,0012
30-05-2014-16:40:46	11,2656	-	1,0413	24,0861	23,3070	24,0026	0,0012
30-05-2014-16:40:46	11,2457	-	1,0467	24,1348	23,2908	23,9863	0,0012
30-05-2014-16:40:47	11,2457	-	1,0359	24,1185	23,3394	24,0512	0,0012
30-05-2014-16:40:47	11,2556	-	1,0359	24,1510	23,2583	23,9214	0,0012
30-05-2014-16:40:47	11,2556	-	1,0305	24,0861	23,2908	24,0837	0,0012
30-05-2014-16:40:48	11,2556	-	1,0305	24,0049	23,2258	24,0188	0,0012
30-05-2014-16:40:48	11,2208	-	1,0305	24,0861	23,2908	23,9539	0,0012
30-05-2014-16:40:48	11,2606	-	1,0359	24,1185	23,2745	23,9376	0,0012
30-05-2014-16:40:48	11,2556	-	1,0413	24,1348	23,2908	24,0512	0,0012
30-05-2014-17:12:22	3,8498	-	1,0305	24,1997	23,5829	24,6842	1,0359
30-05-2014-17:12:26	3,8498	-	1,0359	24,2484	23,6316	24,7005	1,0359
30-05-2014-17:12:37	3,8346	-	1,0413	24,1997	23,6965	24,7329	1,0359
30-05-2014-17:12:39	3,8548	-	1,0359	24,2159	23,6316	24,6356	1,0359
30-05-2014-17:12:41	3,8548	-	1,0413	24,1997	23,6316	24,6356	1,0359
30-05-2014-17:12:43	3,8548	-	1,0305	24,2484	23,5667	24,6356	1,0359
30-05-2014-17:12:45	3,8599	-	1,0467	24,1185	23,6316	24,6518	1,0359
30-05-2014-17:12:47	3,8548	-	1,0413	24,2321	23,6478	24,7492	1,0359
30-05-2014-17:12:50	3,8498	-	1,0250	24,1997	23,6316	24,6518	1,0359
30-05-2014-17:12:52	3,8295	-	1,0413	24,2159	23,5504	24,6680	1,0359
30-05-2014-17:12:54	3,8498	-	1,0413	24,1997	23,6640	24,6356	1,0359
30-05-2014-17:12:56	3,8548	-	1,0359	24,1348	23,6478	24,5544	1,0359
30-05-2014-17:12:58	3,8599	-	1,0305	24,1348	23,6965	24,5869	1,0359
30-05-2014-17:13:00	3,8498	-	1,0359	24,2159	23,6478	24,6680	1,0359
30-05-2014-17:13:02	3,8295	-	1,0413	24,1023	23,6316	24,6356	1,0359
30-05-2014-17:13:04	3,8548	-	1,0413	24,2321	23,6478	24,5544	1,0359
30-05-2014-17:13:06	3,8599	-	1,0359	24,1348	23,5829	24,6031	1,0359
30-05-2014-17:13:08	3,8498	-	1,0305	24,1348	23,6640	24,6518	1,0359
02-06-2014-11:59:16	3,8498	-	1,0359	24,3133	23,5504	25,9506	1,0359
02-06-2014-11:59:20	3,8599	-	1,0413	24,2971	23,5829	25,8694	0,0210
02-06-2014-11:59:20	3,8599	-	1,0305	24,3133	23,5829	25,8532	0,0210
02-06-2014-11:59:20	3,8599	-	1,0413	24,2808	23,6316	25,9019	0,0210
02-06-2014-11:59:21	3,8447	-	1,0413	24,3620	23,6153	25,9343	0,0210
02-06-2014-11:59:21	3,8447	-	1,0413	24,2321	23,6153	25,9831	0,0210
02-06-2014-11:59:21	3,8650	-	1,0359	24,2646	23,5667	25,8694	0,0210
02-06-2014-11:59:22	3,8548	-	1,0359	24,2484	23,5180	25,9019	0,0210
02-06-2014-11:59:22	3,8447	-	1,0467	24,2159	23,5504	25,8207	0,0210
02-06-2014-11:59:22	3,8599	-	1,0413	24,2808	23,5504	25,8207	0,0210
02-06-2014-11:59:23	3,8599	-	1,0413	24,3133	23,5829	25,8369	0,0210
02-06-2014-11:59:23	3,8599	-	1,0413	24,2808	23,5342	25,8857	0,0210
02-06-2014-11:59:23	3,8599	-	1,0413	24,3295	23,5504	25,9343	0,0210
02-06-2014-11:59:23	3,8599	-	1,0413	24,2808	23,6316	25,9181	0,0210
02-06-2014-11:59:24	3,8194	-	1,0413	24,2971	23,5504	25,9343	0,0210
02-06-2014-11:59:24	3,8599	-	1,0305	24,2646	23,5504	25,9019	0,0210
02-06-2014-11:59:24	3,8599	-	1,0359	24,1997	23,5991	25,9019	0,0210
02-06-2014-11:59:25	3,8599	-	1,0142	24,2484	23,5017	25,8532	0,0210
02-06-2014-11:59:25	3,8599	-	1,0359	24,2808	23,5017	25,8207	0,0210
02-06-2014-11:59:25	3,8599	-	1,0142	24,2808	23,5991	25,8857	0,0210
02-06-2014-11:59:26	3,8599	-	1,0467	24,3458	23,5667	25,8207	0,0210
02-06-2014-11:59:26	3,8599	-	1,0413	24,2971	23,5991	25,8857	0,0210
02-06-2014-11:59:26	3,8599	-	1,0413	24,3620	23,5504	25,9181	0,0210
02-06-2014-11:59:26	3,8295	-	1,0413	24,2646	23,5829	25,8207	0,0210
02-06-2014-11:59:27	3,8599	-	1,0413	24,2484	23,6153	25,8532	0,0210
02-06-2014-11:59:27	3,8599	-	1,0142	24,2484	23,6316	25,8857	0,0210
02-06-2014-11:59:27	3,8650	-	1,0413	24,3295	23,5504	25,8369	0,0210
02-06-2014-11:59:28	3,8548	-	1,0413	24,2646	23,5342	25,8694	0,0210
02-06-2014-11:59:28	3,8346	-	1,0467	24,2971	23,5991	25,8369	0,0210
02-06-2014-11:59:28	3,8599	-	1,0359	24,3133	23,5504	25,8369	0,0210
02-06-2014-11:59:29	3,8548	-	1,0467	24,2971	23,6478	25,8369	0,0210
02-06-2014-11:59:29	3,8548	-	1,0359	24,2971	23,5667	25,8694	0,0210
02-06-2014-11:59:29	3,8599	-	1,0359	24,2971	23,5991	25,8369	0,0210
02-06-2014-11:59:29	3,8599	-	1,0359	24,2484	23,5829	25,8207	0,0210
02-06-2014-11:59:30	3,8548	-	1,0467	24,2808	23,5342	25,8369	0,0210
02-06-2014-11:59:30	3,8245	-	1,0413	24,2971	23,5667	25,8532	0,0210
02-06-2014-11:59:30	3,8650	-	1,0413	24,2808	23,5180	25,8207	0,0210
02-06-2014-11:59:31	3,8599	-	1,0413	24,2646	23,5829	25,8532	0,0210
02-06-2014-11:59:31	3,8599	-	1,0305	24,3782	23,5829	25,8044	0,0210
02-06-2014-11:59:31	3,8548	-	1,0359	24,3133	23,5829	25,8532	0,0210
02-06-2014-11:59:32	3,8599	-	1,0088	24,3945	23,5991	25,9019	0,0210
02-06-2014-11:59:32	3,8650	-	1,0413	24,3295	23,5342	25,7882	0,0210
02-06-2014-11:59:32	3,8447	-	1,0413	24,3133	23,6316	25,8857	0,0210
02-06-2014-11:59:37	3,8599	-	1,0413	24,3133	23,5667	25,8369	0,0210
02-06-2014-11:59:37	3,8599	-	1,0467	24,3133	23,5504	25,8532	0,0210
02-06-2014-11:59:38	3,8650	-	1,0305	24,2971	23,5017	25,8694	0,0210
02-06-2014-11:59:38	3,8548	-	1,0359	24,2971	23,5829	25,8369	0,0210
02-06-2014-11:59:39	3,8548	-	1,0413	24,2971	23,5504	25,8044	0,0210
02-06-2014-11:59:40	3,8447	-	1,0467	24,2971	23,5667	25,8694	0,0210
02-06-2014-11:59:48	3,8599	-	1,0088	24,2484	23,5667	25,9019	0,0210
02-06-2014-11:59:48	3,8548	-	1,0142	24,2808	23,5667	25,9019	0,0210
02-06-2014-11:59:48	3,8599	-	1,0359	24,1672	23,5180	25,8857	0,0210
02-06-2014-11:59:49	3,8548	-	1,0359	24,1672	23,5342	25,8694	0,0210
02-06-2014-11:59:49	3,8548	-	1,0088	24,1997	23,5180	25,8857	0,0210
02-06-2014-11:59:49	3,8548	-	1,0413	24,1997	23,5180	25,8532	0,0210
02-06-2014-11:59:50	3,8599	-	1,0305	24,1997	23,6153	25,8857	0,0210
02-06-2014-11:59:50	3,8650	-	1,0359	24,2321	23,5504	25,8207	0,0210
02-06-2014-11:59:50	3,8599	-	1,0467	24,2484	23,5829	25,8207	0,0210
02-06-2014-11:59:50	3,8548	-	1,0359	24,1834	23,5504	25,8857	0,0210
02-06-2014-11:59:51	3,8599	-	1,0359	24,2159	23,5667	25,8532	0,0210
02-06-2014-11:59:51	3,8548	-	1,0359	24,1834	23,5829	25,8857	0,0210
