30-05-2014	13:16:38

Ensaios SCC:	


Nota 01:	


Data Table

============
Date-time	Pv1	Pc	Pv2	T1	Tc	T2	Pcin
30-05-2014-13:25:52	11,0169	-	1,0250	24,0861	24,5244	24,2298	0,0012
30-05-2014-13:25:55	11,0269	-	1,0359	24,1510	24,5082	24,1811	0,0009
30-05-2014-13:25:57	11,0269	-	1,0305	24,1997	24,5569	24,2298	0,0009
30-05-2014-13:26:00	11,0169	-	1,0413	24,1997	24,5894	24,2298	0,0012
30-05-2014-13:26:02	11,0169	-	1,0305	24,1834	24,5406	24,2298	0,0007
30-05-2014-13:26:04	11,0219	-	1,0413	24,1997	24,6056	24,2298	0,0012
30-05-2014-13:26:08	11,0219	-	1,4290	24,2321	24,4919	24,2947	1,3593
30-05-2014-13:26:10	11,0269	-	1,5733	24,2159	24,5244	24,2622	1,4879
30-05-2014-13:26:10	11,0219	-	1,5999	24,2159	24,5244	24,2947	1,4879
30-05-2014-13:26:12	11,0120	-	1,6691	24,1834	24,5082	24,2947	1,6319
30-05-2014-13:26:12	10,9921	-	1,6851	24,2484	24,5569	24,3109	1,6319
30-05-2014-13:26:14	11,0219	-	1,7276	24,1997	24,5406	24,1811	1,6904
30-05-2014-13:26:14	11,0269	-	1,7170	24,2484	24,5244	24,1162	1,6904
30-05-2014-13:26:16	11,0219	-	1,7488	24,0861	24,4919	24,2460	1,7382
30-05-2014-13:26:16	11,0418	-	1,7648	24,2159	24,5244	24,2135	1,7382
30-05-2014-13:26:18	11,0169	-	1,7860	24,2159	24,4595	24,2947	1,7701
30-05-2014-13:26:18	11,0120	-	1,7754	24,2159	24,5569	24,2298	1,7701
30-05-2014-13:26:20	11,0269	-	1,8231	24,0861	24,4919	24,1811	1,8125
30-05-2014-13:26:20	11,0219	-	1,8231	24,1510	24,5244	24,2622	1,8125
30-05-2014-13:26:22	11,0219	-	1,8337	24,1348	24,4757	24,1486	1,8284
30-05-2014-13:26:22	11,0020	-	1,8442	24,1672	24,4432	24,1811	1,8284
30-05-2014-13:26:24	11,0269	-	1,8707	24,2159	24,4595	24,1973	1,8548
30-05-2014-13:26:25	11,0219	-	1,8654	24,1672	24,5731	24,2460	1,8548
30-05-2014-13:26:26	11,0120	-	1,8654	24,1185	24,4757	24,2298	1,8866
30-05-2014-13:26:27	11,0219	-	1,8866	24,1672	24,4432	24,1973	1,8866
30-05-2014-13:26:28	11,0269	-	1,9130	24,1185	24,4919	24,1648	1,8919
30-05-2014-13:26:29	11,0219	-	1,9024	24,1185	24,4919	24,1486	1,8919
30-05-2014-13:26:31	11,0169	-	1,9183	24,0861	24,4432	24,2135	1,9183
30-05-2014-13:26:31	11,0169	-	1,9183	24,1023	24,4432	24,2785	1,9183
30-05-2014-13:26:34	11,0269	-	1,0359	24,1185	24,4432	24,2622	0,0056
30-05-2014-13:26:37	11,0219	-	1,0250	24,1510	24,4919	24,1811	0,0014
30-05-2014-13:26:39	11,0219	-	1,0088	24,1348	24,5244	24,2622	0,0009
30-05-2014-13:26:42	11,0269	-	1,0413	24,0536	24,4432	24,2298	0,0012
30-05-2014-13:26:44	11,0219	-	1,0305	24,0698	24,5406	24,2622	0,0009
30-05-2014-13:26:46	11,0169	-	1,0359	24,1672	24,4757	24,2622	0,0012
30-05-2014-13:26:49	11,0169	-	1,0359	24,1023	24,4757	24,1811	0,0017
30-05-2014-13:26:51	11,0269	-	1,0359	24,0861	24,5082	24,2460	0,0009
30-05-2014-13:26:54	11,0020	-	1,0413	24,1185	24,4595	24,3272	0,0009
30-05-2014-13:26:56	10,9971	-	1,0413	24,1672	24,5406	24,1486	0,0012
30-05-2014-13:26:58	11,0020	-	1,0359	24,1023	24,4757	24,2298	0,0012
30-05-2014-13:27:01	11,0169	-	1,0305	24,1185	24,4757	24,2460	0,0014
30-05-2014-13:27:03	11,0219	-	1,0250	24,0861	24,3945	24,2622	0,0004
30-05-2014-13:27:06	11,0269	-	1,0359	24,1834	24,4432	24,2135	0,0009
30-05-2014-13:27:09	11,0169	-	1,0413	24,1348	24,5406	24,2947	1,0305
30-05-2014-13:27:11	11,0219	-	1,1602	24,1510	24,4919	24,2622	1,0575
30-05-2014-13:27:11	11,0219	-	1,1818	24,1023	24,4432	24,2298	1,0575
30-05-2014-13:27:13	11,0169	-	1,2626	24,0698	24,4595	24,2298	1,2088
30-05-2014-13:27:13	11,0219	-	1,2841	24,0698	24,5082	24,2135	1,2088
30-05-2014-13:27:15	11,0120	-	1,3432	24,1997	24,5569	24,2460	1,2788
30-05-2014-13:27:15	11,0219	-	1,3593	24,2321	24,4595	24,2135	1,2788
30-05-2014-13:27:17	11,0219	-	1,4129	24,1185	24,4919	24,3109	1,3808
30-05-2014-13:27:17	11,0269	-	1,4237	24,1834	24,5082	24,2947	1,3808
30-05-2014-13:27:19	11,0120	-	1,4718	24,1348	24,4757	24,2622	1,4451
30-05-2014-13:27:19	11,0169	-	1,4772	24,0374	24,4108	24,1973	1,4451
30-05-2014-13:27:21	11,0169	-	1,5039	24,1023	24,4595	24,1811	1,4718
30-05-2014-13:27:22	10,9971	-	1,5146	24,1834	24,4270	24,3109	1,4718
30-05-2014-13:27:23	11,0269	-	1,5573	24,1672	24,4108	24,3272	1,5306
30-05-2014-13:27:24	11,0219	-	1,5626	24,1672	24,4270	24,3434	1,5306
30-05-2014-13:27:25	10,9821	-	1,5893	24,1997	24,4919	24,2460	1,5786
30-05-2014-13:27:26	11,0120	-	1,5999	24,0861	24,4757	24,2785	1,5786
30-05-2014-13:27:28	11,0169	-	1,6212	24,1510	24,4270	24,2622	1,6053
30-05-2014-13:27:28	11,0219	-	1,6266	24,0536	24,3783	24,2135	1,6053
30-05-2014-13:27:30	11,0169	-	1,6479	24,2159	24,4595	24,2947	1,6479
30-05-2014-13:27:30	11,0020	-	1,6585	24,2484	24,5082	24,2298	1,6479
30-05-2014-13:27:32	11,0020	-	1,6798	24,1672	24,4432	24,2622	1,6585
30-05-2014-13:27:32	11,0368	-	1,6585	24,2321	24,4919	24,2135	1,6585
30-05-2014-13:27:36	11,0169	-	1,0413	24,1997	24,4432	24,2785	0,0053
30-05-2014-13:27:38	11,0219	-	1,0359	24,2646	24,4270	24,2298	0,0012
30-05-2014-13:27:40	11,0120	-	1,0359	24,2808	24,3945	24,3109	0,0009
30-05-2014-13:27:43	11,0120	-	1,0467	24,2971	24,4432	24,2298	0,0009
30-05-2014-13:27:45	11,0120	-	1,0359	24,1997	24,4108	24,2460	0,0012
30-05-2014-13:27:48	11,0169	-	1,0359	24,1510	24,4108	24,2135	0,0009
30-05-2014-13:27:50	10,9971	-	1,0413	24,1997	24,4432	24,2135	0,0012
30-05-2014-13:27:52	11,0169	-	1,0413	24,1672	24,4432	24,2622	0,0004
30-05-2014-13:27:55	11,0169	-	1,0413	24,1997	24,3945	24,2298	0,0012
30-05-2014-13:27:57	11,0120	-	1,0413	24,1510	24,3783	24,1973	0,0012
30-05-2014-13:28:00	11,0219	-	1,0359	24,1023	24,4595	24,1648	0,0012
30-05-2014-13:28:02	11,0219	-	1,0305	24,2159	24,4595	24,1648	0,0009
30-05-2014-13:28:04	11,0169	-	1,0142	24,1510	24,4108	24,2298	0,0012
30-05-2014-13:28:07	11,0219	-	1,0305	24,1672	24,4919	24,1648	0,0012
30-05-2014-13:28:10	11,0120	-	1,0359	24,1348	24,4270	24,1811	1,0413
30-05-2014-13:28:12	11,0269	-	1,0467	24,1185	24,3620	24,3272	1,0305
30-05-2014-13:28:12	11,0269	-	1,0738	24,1185	24,3945	24,3109	1,0305
30-05-2014-13:28:14	11,0269	-	1,1494	24,1185	24,4270	24,2947	1,1062
30-05-2014-13:28:14	11,0120	-	1,1818	24,1348	24,4108	24,2298	1,1062
30-05-2014-13:28:16	11,0269	-	1,2465	24,1185	24,4757	24,1973	1,2034
30-05-2014-13:28:16	11,0169	-	1,2626	24,1023	24,3620	24,2785	1,2034
30-05-2014-13:28:18	11,0269	-	1,3056	24,1834	24,5082	24,3109	1,2841
30-05-2014-13:28:19	11,0219	-	1,3271	24,1185	24,4432	24,2785	1,2841
30-05-2014-13:28:20	11,0120	-	1,3808	24,1185	24,4108	24,2622	1,3540
30-05-2014-13:28:21	11,0169	-	1,3915	24,1997	24,3945	24,2947	1,3540
30-05-2014-13:28:22	11,0120	-	1,4397	24,1348	24,3620	24,1811	1,3969
30-05-2014-13:28:23	11,0219	-	1,4451	24,1023	24,3620	24,2135	1,3969
30-05-2014-13:28:25	11,0219	-	1,4772	24,1185	24,3458	24,1973	1,4504
30-05-2014-13:28:25	11,0269	-	1,5039	24,2321	24,3783	24,2135	1,4504
30-05-2014-13:28:27	11,0169	-	1,5092	24,1510	24,3945	24,2460	1,4879
30-05-2014-13:28:27	11,0169	-	1,5146	24,1834	24,4108	24,2947	1,4879
30-05-2014-13:28:29	11,0219	-	1,5466	24,1997	24,4108	24,2460	1,5359
30-05-2014-13:28:29	11,0219	-	1,5359	24,1023	24,3783	24,2785	1,5359
30-05-2014-13:28:31	11,0269	-	1,5786	24,1510	24,3783	24,1811	1,5680
30-05-2014-13:28:31	11,0020	-	1,5786	24,1185	24,3783	24,2460	1,5680
30-05-2014-13:28:33	11,0169	-	1,6053	24,1672	24,3783	24,3109	1,5893
30-05-2014-13:28:34	11,0219	-	1,5999	24,1834	24,4270	24,2622	1,5893
30-05-2014-13:28:37	10,9971	-	1,0305	24,1997	24,4432	24,2460	0,0056
30-05-2014-13:28:39	11,0219	-	1,0250	24,1672	24,4108	24,2622	0,0014
30-05-2014-13:28:42	11,0219	-	1,0250	24,2159	24,3620	24,2622	0,0014
30-05-2014-13:28:44	11,0169	-	1,0359	24,2484	24,3783	24,2135	0,0012
30-05-2014-13:28:46	11,0120	-	1,0413	24,2159	24,3783	24,2298	0,0009
30-05-2014-13:28:49	11,0219	-	1,0359	24,1510	24,3458	24,2622	0,0009
30-05-2014-13:28:51	11,0219	-	1,0467	24,2484	24,3783	24,2785	0,0009
30-05-2014-13:28:54	11,0219	-	1,0359	24,1834	24,4432	24,2460	0,0012
30-05-2014-13:28:56	11,0219	-	1,0305	24,2321	24,3783	24,2298	0,0009
30-05-2014-13:28:58	11,0269	-	1,0467	24,2159	24,3783	24,2622	0,0012
30-05-2014-13:29:01	11,0169	-	1,0359	24,1997	24,4270	24,2298	0,0012
30-05-2014-13:29:03	11,0169	-	1,0305	24,2159	24,3458	24,1973	0,0012
30-05-2014-13:29:06	11,0169	-	1,0413	24,3133	24,3783	24,2460	0,0012
30-05-2014-13:29:08	11,0020	-	1,0413	24,1510	24,3134	24,1973	0,0009
30-05-2014-13:29:11	11,0269	-	1,0359	24,1348	24,3945	24,1811	1,0359
30-05-2014-13:29:13	11,0169	-	1,0359	24,2159	24,3783	24,1973	1,0305
30-05-2014-13:29:13	11,0219	-	1,0305	24,1510	24,4595	24,2135	1,0305
30-05-2014-13:29:15	11,0020	-	1,1170	24,1185	24,3296	24,2135	1,0575
30-05-2014-13:29:16	11,0219	-	1,1278	24,1348	24,3458	24,2298	1,0575
30-05-2014-13:29:17	11,0020	-	1,2088	24,1023	24,4108	24,2135	1,1656
30-05-2014-13:29:18	11,0169	-	1,2249	24,1834	24,3620	24,1973	1,1656
30-05-2014-13:29:19	11,0269	-	1,2841	24,1834	24,3458	24,1486	1,2357
30-05-2014-13:29:20	11,0219	-	1,2734	24,1185	24,3620	24,2135	1,2357
30-05-2014-13:29:22	11,0120	-	1,3379	24,0536	24,3296	24,2622	1,3056
30-05-2014-13:29:22	11,0020	-	1,3379	24,0861	24,3620	24,1973	1,3056
30-05-2014-13:29:24	11,0169	-	1,3969	24,1185	24,3783	24,1811	1,3432
30-05-2014-13:29:24	11,0169	-	1,3861	24,1348	24,3296	24,2135	1,3432
30-05-2014-13:29:26	11,0120	-	1,4290	24,1834	24,2971	24,2298	1,4183
30-05-2014-13:29:26	11,0219	-	1,4397	24,1185	24,3458	24,1811	1,4183
30-05-2014-13:29:28	11,0219	-	1,4825	24,1510	24,2646	24,1811	1,4558
30-05-2014-13:29:28	11,0219	-	1,4772	24,1997	24,3296	24,2622	1,4558
30-05-2014-13:29:30	11,0169	-	1,4879	24,2159	24,3945	24,2460	1,4825
30-05-2014-13:29:30	11,0169	-	1,5039	24,1185	24,3134	24,1973	1,4825
30-05-2014-13:29:32	11,0120	-	1,5359	24,1348	24,3458	24,2135	1,5146
30-05-2014-13:29:32	10,9971	-	1,5413	24,1510	24,3620	24,1973	1,5146
30-05-2014-13:29:34	11,0269	-	1,5626	24,0861	24,2809	24,1648	1,5573
30-05-2014-13:29:35	11,0219	-	1,5626	24,1348	24,2646	24,2622	1,5573
30-05-2014-13:29:38	10,9971	-	1,0359	24,2484	24,3783	24,2135	0,0048
30-05-2014-13:29:40	11,0020	-	1,0359	24,2646	24,3458	24,2785	0,0014
30-05-2014-13:29:43	11,0169	-	1,0467	24,1348	24,3620	24,2298	0,0012
30-05-2014-13:29:45	11,0120	-	1,0088	24,2159	24,4108	24,1973	0,0007
30-05-2014-13:29:48	11,0169	-	1,0359	24,2808	24,3296	24,2298	0,0012
30-05-2014-13:29:50	11,0219	-	1,0413	24,2646	24,3783	24,2135	0,0009
30-05-2014-13:29:52	11,0169	-	1,0413	24,2321	24,3945	24,1811	0,0012
30-05-2014-13:29:55	11,0219	-	1,0305	24,1185	24,2809	24,2460	0,0012
30-05-2014-13:29:57	10,9971	-	1,0359	24,1348	24,3134	24,1973	0,0007
30-05-2014-13:30:00	11,0219	-	1,0250	24,1997	24,3458	24,1811	0,0009
30-05-2014-13:30:02	11,0368	-	1,0413	24,1185	24,3458	24,2135	0,0009
30-05-2014-13:30:04	11,0219	-	1,0250	24,1348	24,2971	24,2298	0,0009
30-05-2014-13:30:07	11,0269	-	1,0413	24,1510	24,2809	24,2298	0,0017
30-05-2014-13:30:09	10,9971	-	1,0413	24,1834	24,3134	24,2622	0,0009
30-05-2014-13:30:13	11,0219	-	1,0305	24,1185	24,3620	24,2622	1,0250
30-05-2014-13:30:14	11,0219	-	1,0305	24,1672	24,3296	24,2135	1,0305
30-05-2014-13:30:15	11,0269	-	1,0359	24,1023	24,3620	24,2135	1,0305
30-05-2014-13:30:16	11,0219	-	1,0629	24,0536	24,2971	24,2298	1,0142
30-05-2014-13:30:17	11,0169	-	1,1062	24,1834	24,3296	24,2135	1,0142
30-05-2014-13:30:19	11,0219	-	1,1656	24,1348	24,3296	24,2947	1,1332
30-05-2014-13:30:19	11,0219	-	1,1872	24,2159	24,3458	24,2947	1,1332
30-05-2014-13:30:21	11,0169	-	1,2411	24,1510	24,2971	24,2298	1,2088
30-05-2014-13:30:21	11,0120	-	1,2411	24,1348	24,2971	24,2135	1,2088
30-05-2014-13:30:23	11,0120	-	1,3003	24,1348	24,2971	24,1973	1,2626
30-05-2014-13:30:23	11,0120	-	1,2841	24,1348	24,2971	24,1648	1,2626
30-05-2014-13:30:25	11,0169	-	1,3540	24,1834	24,2646	24,3272	1,3217
30-05-2014-13:30:25	11,0169	-	1,3540	24,1510	24,3620	24,2298	1,3217
30-05-2014-13:30:27	11,0120	-	1,3915	24,1185	24,3296	24,2135	1,3540
30-05-2014-13:30:27	11,0169	-	1,3969	24,1510	24,3458	24,2135	1,3540
30-05-2014-13:30:29	11,0020	-	1,4451	24,1997	24,2484	24,1486	1,4129
30-05-2014-13:30:29	11,0169	-	1,4290	24,1023	24,3134	24,1811	1,4129
30-05-2014-13:30:31	11,0169	-	1,4558	24,1023	24,2646	24,3109	1,4451
30-05-2014-13:30:31	11,0219	-	1,4558	24,1834	24,2646	24,2622	1,4451
30-05-2014-13:30:33	11,0120	-	1,5039	24,1834	24,2809	24,2785	1,4718
30-05-2014-13:30:34	11,0120	-	1,4879	24,1672	24,2484	24,2622	1,4718
30-05-2014-13:30:35	11,0169	-	1,5199	24,1023	24,2484	24,2298	1,5039
30-05-2014-13:30:36	11,0120	-	1,5306	24,1185	24,2646	24,2135	1,5039
30-05-2014-13:30:39	11,0169	-	1,0359	24,1834	24,2646	24,2135	0,0051
30-05-2014-13:30:42	11,0219	-	1,0305	24,0861	24,2809	24,2460	0,0014
30-05-2014-13:30:44	11,0120	-	1,0305	24,1185	24,3134	24,2622	0,0012
30-05-2014-13:30:46	11,0169	-	1,0467	24,1348	24,2971	24,2298	0,0017
30-05-2014-13:30:49	11,0219	-	1,0359	24,1672	24,3783	24,2460	0,0009
30-05-2014-13:30:51	11,0169	-	1,0250	24,1023	24,2484	24,2298	0,0012
30-05-2014-13:30:54	11,0120	-	1,0305	24,1185	24,2484	24,2135	0,0009
30-05-2014-13:30:56	11,0169	-	1,0359	24,1672	24,2484	24,1811	0,0009
30-05-2014-13:30:58	11,0120	-	1,0359	24,1185	24,2646	24,1973	0,0007
30-05-2014-13:31:01	11,0120	-	1,0359	24,1510	24,2809	24,2135	0,0007
30-05-2014-13:31:03	11,0020	-	1,0359	24,1672	24,3296	24,2460	0,0009
30-05-2014-13:31:06	11,0219	-	1,0359	24,1672	24,2646	24,2785	0,0009
30-05-2014-13:31:08	11,0020	-	1,0250	24,1510	24,3134	24,1324	0,0012
30-05-2014-13:31:10	11,0120	-	1,0467	24,1997	24,2971	24,2460	0,0009
30-05-2014-13:31:14	11,0169	-	1,0305	24,1510	24,3296	24,2135	1,0413
30-05-2014-13:31:16	11,0219	-	1,0413	24,1834	24,2971	24,2460	1,0305
30-05-2014-13:31:16	11,0169	-	1,0359	24,1510	24,2809	24,1973	1,0305
30-05-2014-13:31:18	11,0169	-	1,0629	24,1997	24,3134	24,2622	1,0467
30-05-2014-13:31:18	11,0169	-	1,0684	24,2646	24,3134	24,1973	1,0467
30-05-2014-13:31:20	11,0120	-	1,1440	24,2321	24,2971	24,1973	1,0954
30-05-2014-13:31:20	11,0120	-	1,1548	24,1672	24,2809	24,2135	1,0954
30-05-2014-13:31:22	11,0169	-	1,2088	24,1023	24,2646	24,1486	1,1764
30-05-2014-13:31:22	11,0219	-	1,2034	24,1185	24,2646	24,1973	1,1764
30-05-2014-13:31:24	10,9921	-	1,2465	24,2808	24,2809	24,2460	1,2249
30-05-2014-13:31:24	10,9971	-	1,2626	24,2321	24,2971	24,2135	1,2249
30-05-2014-13:31:26	11,0219	-	1,3056	24,2159	24,2484	24,2947	1,2626
30-05-2014-13:31:26	11,0219	-	1,3110	24,1834	24,2809	24,1648	1,2626
30-05-2014-13:31:28	11,0219	-	1,3432	24,2646	24,3134	24,1973	1,3217
30-05-2014-13:31:28	11,0169	-	1,3540	24,2646	24,2809	24,1811	1,3217
30-05-2014-13:31:30	11,0169	-	1,3593	24,2808	24,2971	24,2460	1,3593
30-05-2014-13:31:31	10,9971	-	1,3915	24,2808	24,3134	24,2460	1,3593
30-05-2014-13:31:32	11,0120	-	1,4129	24,2646	24,3134	24,1973	1,4022
30-05-2014-13:31:33	11,0169	-	1,4237	24,1348	24,2809	24,1973	1,4022
30-05-2014-13:31:34	11,0169	-	1,4504	24,2971	24,2484	24,2460	1,4397
30-05-2014-13:31:35	11,0219	-	1,4504	24,2971	24,3134	24,2622	1,4397
30-05-2014-13:31:37	11,0020	-	1,4718	24,2808	24,2971	24,3434	1,4611
30-05-2014-13:31:37	11,0120	-	1,4879	24,2321	24,2646	24,3272	1,4611
30-05-2014-13:31:40	11,0020	-	1,0305	24,1672	24,3296	24,2947	0,0083
30-05-2014-13:31:42	11,0169	-	1,0413	24,2646	24,2646	24,2460	0,0017
30-05-2014-13:31:44	11,0219	-	1,0359	24,2808	24,3134	24,2947	0,0007
30-05-2014-13:31:47	11,0120	-	1,0359	24,2808	24,2809	24,1648	0,0007
30-05-2014-13:31:49	11,0020	-	1,0305	24,2159	24,2971	24,2622	0,0012
30-05-2014-13:31:52	11,0169	-	1,0359	24,2808	24,2646	24,2135	0,0012
30-05-2014-13:31:54	11,0169	-	1,0575	24,2484	24,2646	24,2298	0,0009
30-05-2014-13:31:56	11,0169	-	1,0359	24,2484	24,2809	24,2785	0,0009
30-05-2014-13:31:59	11,0219	-	1,0305	24,2484	24,2971	24,2785	0,0009
30-05-2014-13:32:01	11,0169	-	1,0250	24,2808	24,2646	24,1811	0,0012
30-05-2014-13:32:04	11,0169	-	1,0305	24,2321	24,2484	24,2622	0,0014
30-05-2014-13:32:06	10,9871	-	1,0413	24,1834	24,2971	24,2298	0,0009
30-05-2014-13:32:08	11,0020	-	1,0305	24,1997	24,2322	24,2460	0,0009
30-05-2014-13:32:11	11,0120	-	1,0413	24,2321	24,3620	24,2135	0,0009
30-05-2014-13:32:13	11,0219	-	1,0305	24,2159	24,2322	24,2298	0,0012
30-05-2014-13:32:16	11,0169	-	1,0413	24,2646	24,2809	24,2460	1,0413
30-05-2014-13:32:18	11,0219	-	1,0305	24,2321	24,3458	24,2460	1,0305
30-05-2014-13:32:19	11,0269	-	1,0467	24,2646	24,2159	24,2622	1,0305
30-05-2014-13:32:20	11,0169	-	1,0250	24,2321	24,2646	24,2947	1,0467
30-05-2014-13:32:21	11,0169	-	1,0359	24,2646	24,2809	24,2622	1,0467
30-05-2014-13:32:22	10,9971	-	1,1062	24,2321	24,2484	24,1648	1,0684
30-05-2014-13:32:23	11,0120	-	1,1170	24,2159	24,2484	24,2135	1,0684
30-05-2014-13:32:25	10,9871	-	1,1548	24,2646	24,2646	24,2298	1,1332
30-05-2014-13:32:25	11,0169	-	1,1818	24,3133	24,2809	24,2947	1,1332
30-05-2014-13:32:27	11,0169	-	1,2142	24,2646	24,3134	24,2622	1,1818
30-05-2014-13:32:27	11,0169	-	1,2088	24,1348	24,2971	24,3109	1,1818
30-05-2014-13:32:29	11,0120	-	1,2680	24,2646	24,2809	24,2460	1,2249
30-05-2014-13:32:29	11,0020	-	1,2788	24,2484	24,2809	24,2947	1,2249
30-05-2014-13:32:31	11,0169	-	1,3056	24,2971	24,2971	24,1811	1,2788
30-05-2014-13:32:31	11,0219	-	1,3003	24,2484	24,2809	24,2460	1,2788
30-05-2014-13:32:33	11,0169	-	1,3432	24,1348	24,2322	24,3109	1,3217
30-05-2014-13:32:33	11,0120	-	1,3325	24,2321	24,2646	24,2785	1,3217
30-05-2014-13:32:35	11,0169	-	1,3647	24,2484	24,2322	24,2622	1,3647
30-05-2014-13:32:35	11,0120	-	1,3808	24,3133	24,2646	24,3272	1,3647
30-05-2014-13:32:37	11,0169	-	1,3969	24,2808	24,2646	24,3272	1,3915
30-05-2014-13:32:37	11,0169	-	1,4129	24,2321	24,2159	24,3109	1,3915
30-05-2014-13:32:39	11,0020	-	1,4397	24,2321	24,2484	24,3109	1,4237
30-05-2014-13:32:40	11,0169	-	1,4397	24,1834	24,1348	24,2622	1,4237
30-05-2014-13:32:42	11,0169	-	1,0250	24,1834	24,2646	24,2135	0,0075
30-05-2014-13:32:45	11,0120	-	1,0413	24,1834	24,2646	24,2622	0,0014
30-05-2014-13:32:47	11,0169	-	1,0305	24,1834	24,2646	24,2947	0,0012
30-05-2014-13:32:49	11,0120	-	1,0250	24,1672	24,2646	24,2460	0,0012
30-05-2014-13:32:52	11,0169	-	1,0413	24,2484	24,2484	24,2785	0,0007
30-05-2014-13:32:54	11,0269	-	1,0305	24,2484	24,2971	24,2785	0,0012
30-05-2014-13:32:57	11,0219	-	1,0305	24,2159	24,2484	24,2785	0,0009
30-05-2014-13:32:59	11,0120	-	1,0250	24,1348	24,1510	24,1648	0,0009
30-05-2014-13:33:01	11,0219	-	1,0413	24,2321	24,2646	24,1648	0,0012
30-05-2014-13:33:04	11,0169	-	1,0413	24,2484	24,2484	24,2785	0,0009
30-05-2014-13:33:06	11,0219	-	1,0413	24,2321	24,2971	24,2785	0,0012
30-05-2014-13:33:09	11,0169	-	1,0413	24,2159	24,2322	24,1811	0,0014
30-05-2014-13:33:11	10,9971	-	1,0467	24,1997	24,2971	24,2460	0,0009
30-05-2014-13:33:13	11,0020	-	1,0305	24,2484	24,1835	24,2298	0,0012
30-05-2014-13:33:17	11,0120	-	1,0413	24,2971	24,2646	24,2947	1,0359
30-05-2014-13:33:19	11,0120	-	1,0413	24,2971	24,2484	24,2785	1,0629
30-05-2014-13:33:19	10,9971	-	1,0359	24,2971	24,2159	24,2947	1,0629
30-05-2014-13:33:21	11,0169	-	1,0413	24,2484	24,2646	24,2298	1,0359
30-05-2014-13:33:21	11,0120	-	1,0359	24,2646	24,2322	24,3272	1,0359
30-05-2014-13:33:23	10,9971	-	1,0738	24,2808	24,1023	24,3272	1,0305
30-05-2014-13:33:23	11,0169	-	1,0738	24,1997	24,2809	24,2622	1,0305
30-05-2014-13:33:25	11,0169	-	1,1008	24,2971	24,2159	24,2460	1,1062
30-05-2014-13:33:25	10,9971	-	1,1440	24,1185	24,2484	24,3596	1,1062
30-05-2014-13:33:27	11,0120	-	1,1548	24,1997	24,2809	24,2785	1,1494
30-05-2014-13:33:27	11,0120	-	1,1548	24,2971	24,2484	24,2622	1,1494
30-05-2014-13:33:29	11,0169	-	1,2088	24,1834	24,2971	24,3109	1,1926
30-05-2014-13:33:29	11,0169	-	1,2249	24,2808	24,1835	24,1973	1,1926
30-05-2014-13:33:31	11,0169	-	1,2626	24,3295	24,2322	24,2298	1,2411
30-05-2014-13:33:31	11,0120	-	1,2734	24,3458	24,1997	24,2785	1,2411
30-05-2014-13:33:33	11,0169	-	1,2734	24,2646	24,2971	24,2298	1,2788
30-05-2014-13:33:34	11,0120	-	1,2788	24,2159	24,2484	24,2622	1,2788
30-05-2014-13:33:35	11,0120	-	1,3271	24,2321	24,1672	24,2135	1,3110
30-05-2014-13:33:36	11,0120	-	1,3271	24,2646	24,1997	24,2785	1,3110
30-05-2014-13:33:37	11,0120	-	1,3379	24,3295	24,1997	24,2947	1,3540
30-05-2014-13:33:38	11,0219	-	1,3647	24,2971	24,2159	24,2460	1,3540
30-05-2014-13:33:40	11,0219	-	1,3808	24,2159	24,2484	24,2947	1,3701
30-05-2014-13:33:40	11,0169	-	1,3915	24,3133	24,2322	24,3109	1,3701
30-05-2014-13:33:43	11,0120	-	1,0359	24,2484	24,1835	24,2298	0,0078
30-05-2014-13:33:45	11,0169	-	1,0359	24,2484	24,2159	24,2622	0,0012
30-05-2014-13:33:47	11,0120	-	1,0413	24,2159	24,2159	24,2298	0,0009
30-05-2014-13:33:50	11,0120	-	1,0467	24,2808	24,2322	24,2947	0,0009
30-05-2014-13:33:52	11,0169	-	1,0467	24,1834	24,1835	24,2135	0,0012
30-05-2014-13:33:55	11,0020	-	1,0413	24,2646	24,1835	24,2622	0,0007
30-05-2014-13:33:57	11,0169	-	1,0142	24,2808	24,2809	24,2135	0,0007
30-05-2014-13:33:59	11,0120	-	1,0250	24,2484	24,1835	24,2785	0,0009
30-05-2014-13:34:02	10,9971	-	1,0305	24,3133	24,1997	24,2298	0,0009
30-05-2014-13:34:04	11,0219	-	1,0413	24,2808	24,1997	24,2460	0,0012
30-05-2014-13:34:07	10,9971	-	1,0413	24,2646	24,2159	24,2298	0,0012
30-05-2014-13:34:09	11,0169	-	1,0413	24,2808	24,2159	24,1973	0,0009
30-05-2014-13:34:11	11,0169	-	1,0305	24,1834	24,2159	24,2135	0,0012
30-05-2014-13:34:14	11,0169	-	1,0142	24,2971	24,2159	24,2298	0,0009
30-05-2014-13:34:16	11,0169	-	1,0413	24,3133	24,2322	24,2460	0,0009
30-05-2014-13:34:19	11,0169	-	1,0305	24,2159	24,2484	24,1648	1,0359
30-05-2014-13:34:21	11,0020	-	1,0305	24,2159	24,2159	24,1973	1,0413
30-05-2014-13:34:22	11,0269	-	1,0467	24,2484	24,2159	24,1486	1,0413
30-05-2014-13:34:23	11,0169	-	1,0467	24,2808	24,1672	24,3109	1,0305
30-05-2014-13:34:24	11,0169	-	1,0359	24,1672	24,1835	24,2622	1,0305
